province_id,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,P27,P28,P29,P30,P31
P01,0.0,0.0,8175.0,1635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P02,0.0,0.0,1635.0,0.0,6540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P03,8175.0,1635.0,0.0,4905.0,3270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P04,1635.0,0.0,4905.0,0.0,6540.0,0.0,0.0,0.0,0.0,6540.0,0.0,0.0,0.0,0.0,0.0,0.0,6540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P05,0.0,6540.0,3270.0,6540.0,0.0,6540.0,4905.0,4905.0,0.0,6540.0,0.0,0.0,0.0,0.0,19620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P06,0.0,0.0,0.0,0.0,6540.0,0.0,3270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P07,0.0,0.0,0.0,0.0,4905.0,3270.0,0.0,4905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P08,0.0,0.0,0.0,0.0,4905.0,0.0,4905.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13080.0,0.0,0.0,0.0,0.0,9810.0,0.0,0.0,0.0,0.0,0.0,6540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P10,0.0,0.0,0.0,6540.0,6540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3270.0,0.0,0.0,0.0,0.0,0.0,13080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13080.0,0.0,0.0,0.0,0.0,0.0,0.0,6540.0,0.0
P12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13080.0
P13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1635.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3270.0,6540.0,0.0,0.0,0.0,0.0,6540.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P15,0.0,0.0,9810.0,0.0,19620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6540.0,0.0,0.0,4360.0,0.0
P16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6540.0,0.0,6540.0
P17,0.0,0.0,0.0,6540.0,0.0,0.0,0.0,0.0,9810.0,3270.0,0.0,0.0,0.0,3270.0,0.0,9810.0,0.0,3270.0,3270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6540.0,0.0,0.0,0.0,0.0
P18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6540.0,0.0,0.0,3270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6540.0,0.0,0.0,0.0
